fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231111 011058	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	668	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.20188143489235	0.829065302402061	720	49937	13648	133499382.308846	44
20231111 011729	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	589	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.124493845889817	0.999957667176793	677	41396	15473	141988710.144928	45
20231111 012328	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	328	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0664491383999907	0.127842291865804	661	170	11667	129558186.406797	46
20231111 013255	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	356	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0305563879429329	0.999883906709526	494	101	13331	150133414.792604	47
20231111 014614	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	700	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0200807839110213	0.388435127331856	544	109	13513	149399264.867566	48
20231111 015711	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	537	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0331977144686121	0.999694319027238	662	3699	13046	142573012.493753	49
20231111 021753	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1175	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0201293712422172	0.87267508018411	559	2110	12021	148379496.751624	50
20231111 022239	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	123	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.02162984288475	0.998988967714197	699	35385	15274	129334973.513243	51
20231111 023031	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	367	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.053419006792937	0.962603911605579	984	5700	13914	143920860.569715	52
20231111 024536	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	755	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0209241169574826	0.410820295074821	976	1521	14814	150154253.873063	53
